"","gene_name","KO_ID","gene_des","EC","ENTREZID","pathway_id","pathway_name","level1_pathway_name","level2_pathway_name"
"13012","FGF3","fibroblast growth factor 3 [KO:K04358]","fibroblast growth factor 3","fibroblast growth factor 3 [KO:K04358]","2248","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13013","FGF4","fibroblast growth factor 4 [KO:K04358]","fibroblast growth factor 4","fibroblast growth factor 4 [KO:K04358]","2249","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13014","FGF17","fibroblast growth factor 17 [KO:K04358]","fibroblast growth factor 17","fibroblast growth factor 17 [KO:K04358]","8822","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13015","FGF6","fibroblast growth factor 6 [KO:K04358]","fibroblast growth factor 6","fibroblast growth factor 6 [KO:K04358]","2251","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13016","FGF7","fibroblast growth factor 7 [KO:K04358]","fibroblast growth factor 7","fibroblast growth factor 7 [KO:K04358]","2252","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13017","FGF8","fibroblast growth factor 8 [KO:K04358]","fibroblast growth factor 8","fibroblast growth factor 8 [KO:K04358]","2253","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13018","FGF9","fibroblast growth factor 9 [KO:K04358]","fibroblast growth factor 9","fibroblast growth factor 9 [KO:K04358]","2254","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13019","FGF10","fibroblast growth factor 10 [KO:K04358]","fibroblast growth factor 10","fibroblast growth factor 10 [KO:K04358]","2255","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13020","FGF16","fibroblast growth factor 16 [KO:K04358]","fibroblast growth factor 16","fibroblast growth factor 16 [KO:K04358]","8823","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13021","FGF5","fibroblast growth factor 5 [KO:K04358]","fibroblast growth factor 5","fibroblast growth factor 5 [KO:K04358]","2250","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13022","FGF18","fibroblast growth factor 18 [KO:K04358]","fibroblast growth factor 18","fibroblast growth factor 18 [KO:K04358]","8817","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13023","FGF20","fibroblast growth factor 20 [KO:K04358]","fibroblast growth factor 20","fibroblast growth factor 20 [KO:K04358]","26281","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13024","FGF22","fibroblast growth factor 22 [KO:K04358]","fibroblast growth factor 22","fibroblast growth factor 22 [KO:K04358]","27006","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13025","FGF19","fibroblast growth factor 19 [KO:K22603]","fibroblast growth factor 19","fibroblast growth factor 19 [KO:K22603]","9965","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13026","FGF21","fibroblast growth factor 21 [KO:K22429]","fibroblast growth factor 21","fibroblast growth factor 21 [KO:K22429]","26291","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13027","FGF23","fibroblast growth factor 23 [KO:K22428]","fibroblast growth factor 23","fibroblast growth factor 23 [KO:K22428]","8074","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13028","PDGFA","platelet derived growth factor subunit A [KO:K04359]","platelet derived growth factor subunit A","platelet derived growth factor subunit A [KO:K04359]","5154","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13029","PDGFB","platelet derived growth factor subunit B [KO:K17386]","platelet derived growth factor subunit B","platelet derived growth factor subunit B [KO:K17386]","5155","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13030","PDGFC","platelet derived growth factor C [KO:K05450]","platelet derived growth factor C","platelet derived growth factor C [KO:K05450]","56034","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13031","PDGFD","platelet derived growth factor D [KO:K05450]","platelet derived growth factor D","platelet derived growth factor D [KO:K05450]","80310","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13032","INSRR","K05086","insulin receptor related receptor","2.7.10.1","3645","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13033","EGFR","K04361","epidermal growth factor receptor","2.7.10.1","1956","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13034","FGFR1","K04362","fibroblast growth factor receptor 1","2.7.10.1","2260","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13035","FGFR2","K05093","fibroblast growth factor receptor 2","2.7.10.1","2263","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13036","FGFR3","K05094","fibroblast growth factor receptor 3","2.7.10.1","2261","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13037","FGFR4","K05095","fibroblast growth factor receptor 4","2.7.10.1","2264","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13038","PDGFRA","K04363","platelet derived growth factor receptor alpha","2.7.10.1","5156","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13039","PDGFRB","K05089","platelet derived growth factor receptor beta","2.7.10.1","5159","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13040","FN1","fibronectin 1 [KO:K05717]","fibronectin 1","fibronectin 1 [KO:K05717]","2335","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13041","ITGA1","integrin subunit alpha 1 [KO:K06480]","integrin subunit alpha 1","integrin subunit alpha 1 [KO:K06480]","3672","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13042","ITGA2","integrin subunit alpha 2 [KO:K06481]","integrin subunit alpha 2","integrin subunit alpha 2 [KO:K06481]","3673","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13043","ITGA2B","integrin subunit alpha 2b [KO:K06476]","integrin subunit alpha 2b","integrin subunit alpha 2b [KO:K06476]","3674","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13044","ITGA3","integrin subunit alpha 3 [KO:K06482]","integrin subunit alpha 3","integrin subunit alpha 3 [KO:K06482]","3675","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13045","ITGA4","integrin subunit alpha 4 [KO:K06483]","integrin subunit alpha 4","integrin subunit alpha 4 [KO:K06483]","3676","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13046","ITGA5","integrin subunit alpha 5 [KO:K06484]","integrin subunit alpha 5","integrin subunit alpha 5 [KO:K06484]","3678","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13047","ITGA6","integrin subunit alpha 6 [KO:K06485]","integrin subunit alpha 6","integrin subunit alpha 6 [KO:K06485]","3655","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13048","ITGA7","integrin subunit alpha 7 [KO:K06583]","integrin subunit alpha 7","integrin subunit alpha 7 [KO:K06583]","3679","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13049","ITGA8","integrin subunit alpha 8 [KO:K06584]","integrin subunit alpha 8","integrin subunit alpha 8 [KO:K06584]","8516","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13050","ITGA9","integrin subunit alpha 9 [KO:K06585]","integrin subunit alpha 9","integrin subunit alpha 9 [KO:K06585]","3680","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13051","ITGA10","integrin subunit alpha 10 [KO:K06586]","integrin subunit alpha 10","integrin subunit alpha 10 [KO:K06586]","8515","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13052","ITGA11","integrin subunit alpha 11 [KO:K06587]","integrin subunit alpha 11","integrin subunit alpha 11 [KO:K06587]","22801","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13053","ITGAV","integrin subunit alpha V [KO:K06487]","integrin subunit alpha V","integrin subunit alpha V [KO:K06487]","3685","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13054","ITGAL","integrin subunit alpha L [KO:K05718]","integrin subunit alpha L","integrin subunit alpha L [KO:K05718]","3683","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13055","ITGAM","integrin subunit alpha M [KO:K06461]","integrin subunit alpha M","integrin subunit alpha M [KO:K06461]","3684","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13056","ITGAX","integrin subunit alpha X [KO:K06462]","integrin subunit alpha X","integrin subunit alpha X [KO:K06462]","3687","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13057","ITGAD","integrin subunit alpha D [KO:K06594]","integrin subunit alpha D","integrin subunit alpha D [KO:K06594]","3681","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13058","ITGAE","integrin subunit alpha E [KO:K06524]","integrin subunit alpha E","integrin subunit alpha E [KO:K06524]","3682","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13059","ITGB1","integrin subunit beta 1 [KO:K05719]","integrin subunit beta 1","integrin subunit beta 1 [KO:K05719]","3688","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13060","ITGB2","integrin subunit beta 2 [KO:K06464]","integrin subunit beta 2","integrin subunit beta 2 [KO:K06464]","3689","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13061","ITGB3","integrin subunit beta 3 [KO:K06493]","integrin subunit beta 3","integrin subunit beta 3 [KO:K06493]","3690","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13062","ITGB4","integrin subunit beta 4 [KO:K06525]","integrin subunit beta 4","integrin subunit beta 4 [KO:K06525]","3691","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13063","ITGB5","integrin subunit beta 5 [KO:K06588]","integrin subunit beta 5","integrin subunit beta 5 [KO:K06588]","3693","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13064","ITGB6","integrin subunit beta 6 [KO:K06589]","integrin subunit beta 6","integrin subunit beta 6 [KO:K06589]","3694","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13065","ITGB7","integrin subunit beta 7 [KO:K06590]","integrin subunit beta 7","integrin subunit beta 7 [KO:K06590]","3695","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13066","ITGB8","integrin subunit beta 8 [KO:K06591]","integrin subunit beta 8","integrin subunit beta 8 [KO:K06591]","3696","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13067","KNG1","kininogen 1 [KO:K03898]","kininogen 1","kininogen 1 [KO:K03898]","3827","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13068","BDKRB1","bradykinin receptor B1 [KO:K03915]","bradykinin receptor B1","bradykinin receptor B1 [KO:K03915]","623","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13069","BDKRB2","bradykinin receptor B2 [KO:K03916]","bradykinin receptor B2","bradykinin receptor B2 [KO:K03916]","624","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13070","CHRM1","cholinergic receptor muscarinic 1 [KO:K04129]","cholinergic receptor muscarinic 1","cholinergic receptor muscarinic 1 [KO:K04129]","1128","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13071","CHRM2","cholinergic receptor muscarinic 2 [KO:K04130]","cholinergic receptor muscarinic 2","cholinergic receptor muscarinic 2 [KO:K04130]","1129","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13072","CHRM3","cholinergic receptor muscarinic 3 [KO:K04131]","cholinergic receptor muscarinic 3","cholinergic receptor muscarinic 3 [KO:K04131]","1131","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13073","CHRM4","cholinergic receptor muscarinic 4 [KO:K04132]","cholinergic receptor muscarinic 4","cholinergic receptor muscarinic 4 [KO:K04132]","1132","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13074","CHRM5","cholinergic receptor muscarinic 5 [KO:K04133]","cholinergic receptor muscarinic 5","cholinergic receptor muscarinic 5 [KO:K04133]","1133","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13075","C5","complement C5 [KO:K03994]","complement C5","complement C5 [KO:K03994]","727","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13076","C6","complement C6 [KO:K03995]","complement C6","complement C6 [KO:K03995]","729","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13077","C7","complement C7 [KO:K03996]","complement C7","complement C7 [KO:K03996]","730","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13078","C8A","complement C8 alpha chain [KO:K03997]","complement C8 alpha chain","complement C8 alpha chain [KO:K03997]","731","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13079","C8B","complement C8 beta chain [KO:K03998]","complement C8 beta chain","complement C8 beta chain [KO:K03998]","732","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13080","C8G","complement C8 gamma chain [KO:K03999]","complement C8 gamma chain","complement C8 gamma chain [KO:K03999]","733","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13081","C9","complement C9 [KO:K04000]","complement C9","complement C9 [KO:K04000]","735","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13082","GNA12","G protein subunit alpha 12 [KO:K04346]","G protein subunit alpha 12","G protein subunit alpha 12 [KO:K04346]","2768","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13083","GNA13","G protein subunit alpha 13 [KO:K04639]","G protein subunit alpha 13","G protein subunit alpha 13 [KO:K04639]","10672","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13084","GNG12","G protein subunit gamma 12 [KO:K04347]","G protein subunit gamma 12","G protein subunit gamma 12 [KO:K04347]","55970","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13085","FGD1","FYVE, RhoGEF and PH domain containing 1 [KO:K05720]","FYVE, RhoGEF and PH domain containing 1","FYVE, RhoGEF and PH domain containing 1 [KO:K05720]","2245","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13086","FGD3","FYVE, RhoGEF and PH domain containing 3 [KO:K05722]","FYVE, RhoGEF and PH domain containing 3","FYVE, RhoGEF and PH domain containing 3 [KO:K05722]","89846","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13087","PTK2","K05725","protein tyrosine kinase 2","2.7.10.2","5747","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13088","BCAR1","BCAR1 scaffold protein, Cas family member [KO:K05726]","BCAR1 scaffold protein, Cas family member","BCAR1 scaffold protein, Cas family member [KO:K05726]","9564","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13089","CRK","CRK proto-oncogene, adaptor protein [KO:K04438]","CRK proto-oncogene, adaptor protein","CRK proto-oncogene, adaptor protein [KO:K04438]","1398","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
"13090","CRKL","CRK like proto-oncogene, adaptor protein [KO:K04438]","CRK like proto-oncogene, adaptor protein","CRK like proto-oncogene, adaptor protein [KO:K04438]","1399","hsa04810","Regulation of actin cytoskeleton","Cellular Processes","Cell motility"
